ID,Description,Is Active,Creation Date,Mod If Date,Delete Date,Example,Topic Category ID,Creation User ID,Guide,Mod If User ID,Category ID,Delete User ID,Ilg ID,Is Deleted,Sdg ID,Proposal ID,Sa Sb Industry ID,Is Core
510,"Managed care companies can play a critical role in maintaining and improving the health of enrollees. In addition, legislation continues to emphasize improved outcomes through provisions, including those that require health plans to provide coverage for preventive services without cost to members. The development of the Five-Star Quality Rating System for Medicare Advantage Plans in the U.S., for example, further strengthens the relationship between enrollee health and value by linking reimbursement rates and bonus payments to performance in five domains, including specific outcome-based measures. Companies that are able to improve the health of enrollees may be better positioned to protect shareholder value.",0,,,,,172,1,,,,,,False,,,5,False
513,"Managed care companies manage performance in areas such as responsiveness, complaints, voluntary disenrollment, and customer service in order to maintain competitiveness. Under the Five-Star Quality Rating System for Medicare Advantage Plans in the U.S., performance on key metrics are factored into federal reimbursement rates and bonus payments for Medicare Advantage carriers. Disclosure on key indicators related to plan performance may allow shareholders to understand how managed care companies are able to protect corporate value.",0,,,,,173,1,,,,,,False,,,5,False
514,,0,,2021-12-21T16:02:44+01:00,,,90,1,,8355.0,,,,False,,,75,False
515,"Accidents or leaks involving large vessels can have significant costs to life, property, and the environment. Negative media attention and massive cleanup costs can severely damage a company’s finances. In order to reduce the risk of accidents, companies put extensive safety measures into place, such as employee training programs, periodic dry-docking maintenance periods, and annual class-renewal surveys conducted by classification societies. The reliance of the global marketplace on the shipping industry means that voyages need to be made within precise timeframes, providing further incentive for preventing accidents.",0,,,,,174,1,,,,,,False,,,75,False
516,"<p>Environmental externalities including air emissions, soil pollution, and water contamination can affect human health over the long term. In particular, air pollutants such as sulfur oxides (SOx), nitrogen oxides (NOx), and particulate matter (PM10) are significant environmental externalities from the use of fuel by marine shipping companies. These pollutants tend to have localized environmental and health impacts and are especially a concern at port cities.</p>
<p>To discuss:</p>
<ul>
<li>Which types of pollutions occurred if not all three (air, soil, water)</li>
<li>What pollutants are emitted and in what concentrations or volumes (scale)</li>
<li>How this contributes to adverse health impacts on the communities</li>
<li>How many deaths/health issues the company is responsible for</li>
<li>How long-lasting and grave the negative health effects are (depth and persistence)</li>
</ul>
<p>Not to discuss:</p>
<ul>
<li>GHG Emissions </li>
</ul>",1,,2022-07-05T18:34:36+02:00,,https://app.impaakt.com/analyses/bhps-water-air-pollution-has-constantly-deteriorated-the-health-of-millions-of-people-worldwide-60248,333,1,https://www.impaakt.com/knowledge-centre/adverse-health-impacts-on-communities,14464.0,2.0,,1.0,False,20.0,,75,False
517,"<p><span style=""font-size: 12pt; font-family: Arial;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;The topic addresses the company&rsquo;s approach to managing bribery issues. This includes sensitivity to business norms and standards as they shift over time, jurisdiction, and culture. It addresses the company&rsquo;s ability to train employees adequately and implementing policies and procedures to ensure employees are not the perpretrators / beneficiaries of bribery.\n\nFind out how to treat this topic in this how-to guide.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:1063809,&quot;3&quot;:{&quot;1&quot;:0},&quot;10&quot;:1,&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:12,&quot;23&quot;:1}"">The topic addresses the company&rsquo;s approach to managing bribery issues. This includes sensitivity to business norms and standards as they shift over time, jurisdiction, and culture. It addresses the company&rsquo;s ability to train employees adequately and implementing policies and procedures to ensure employees are not the perpetrators/beneficiaries of bribery.<br /><br />Find out how to treat this topic in this <a href=""https://www.impaakt.com/how-to-guides/corruption"" target=""_blank"" rel=""noopener"">how-to guide</a>.</span></p>",0,,2021-12-21T15:57:46+01:00,,https://app.impaakt.com/analyses/11098,35,1,www.impaakt.com/how-to-guides/bribery,8355.0,,,,False,,,75,False
519,"<p>The operations and waste disposal practices of marine transportation companies can create substantial environmental externalities, such as water pollution and damage to marine life. Seagoing vessels routinely discharge ballast water, bilge water, and untreated sewage.</p>
<p>To discuss:</p>
<ul>
<li>How much pollution is caused by runoff, chemicals, sludge, etc. (includes the impact of the products &amp; processes)</li>
<li>How much water is left untreated</li>
<li>Total volume of pollutant concentration (BOD, COD, Nitrogen, Phosphorus, and others) in mg/L</li>
<li>By how much does it surpass safety/permissible limits (must be above safety limits to be publishable) expressed in the number of times above (i.e., 2.5x)</li>
<li>Where does the pollution take place, and for how long</li>
<li>Consider the pollution from the vessels (<strong>products</strong>) and not just from the operations</li>
<li>The environmental impacts (including water and soil), include habitat destruction, ecosystem degradation, harm to marine life</li>
</ul>
<p>Not to discuss:</p>
<ul>
<li>Operational Water Consumption</li>
<li>Social impacts from water pollution</li>
</ul>
<p><strong><em><span style=""font-family: Roboto, RobotoDraft, Helvetica, Arial, sans-serif; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Caution: for this industry, we mostly need to consider water pollution from the products rather than during operations (can be added as a secondary point).</span></em></strong></p>",1,,2022-11-21T09:51:42+01:00,,https://app.impaakt.com/analyses/hapag-lloyd-has-spilled-over-3787-cubic-meters-of-oil-causing-water-contamination-since-2019-68038,154,1,https://www.impaakt.com/knowledge-centre/water-pollution,14662.0,1.0,,5.0,False,31.0,,75,False
520,"The operations and waste disposal practices of marine transportation companies can create substantial environmental externalities, such as water pollution and damage to marine life. Seagoing vessels routinely discharge ballast water, bilge water, and untreated sewage. Compliance with international regulations intended to manage the ecological impacts of operation can require significant capital expenditures to upgrade or install waste management systems. Illegal dumping of bilge water and other unregulated discharges can lead to hefty fines, negatively affecting a company’s risk profile. Operating in areas of protected conservation status, such as Emission Control Areas (ECAs) and Particularly Sensitive Sea Areas (PSSAs), can increase the risk of ecological impact as well as the risk of violating environmental regulations.",0,,,,,24,1,,,,,,False,,,75,False
521,"<p>The topic addresses the company&rsquo;s ability to uphold commonly accepted labour standards in the supply chain, including compliance with labour laws and internationally accepted norms and standards.&nbsp;This includes, but is not limited to, ensuring basic human rights related to child labour, forced or bonded labour, exploitative labour, and other basic workers' rights. The topic further addresses a company&rsquo;s relationship with organised labour and freedom of association.&nbsp;</p>
<p>Marine transportation workers face dangers such as hazardous weather and exposure to large machinery and heavy cargo. The greatest health and safety risks stem from loading and unloading cargo at ports. Ships must be loaded and unloaded quickly and on schedule, increasing injury risk, fatigue, and stress.</p>
<p>To include:</p>
<ul>
<li>If possible, how many suppliers and/or employees are in the supply chain (number of indirect jobs only)</li>
<li>Quality of those indirect jobs: wages, working conditions (forced labor, child labor, exploitation, trafficking), unions, etc.</li>
<li>What labor standards and other basic worker rights have been violated</li>
<li>The absolute impact in terms of fatalities and injuries, types of injuries and sicknesses and how these occurred, and nature of the employees' work and their contracts</li>
<li>Use of metrics (like TRIF and LTIR) to calculate the absolute impact and as a comparison the industry average&nbsp;</li>
<li>How long-lasting and deep the impacts are on the workers</li>
</ul>
<p>Not to include:</p>
<ul>
<li>How workers in the supply chain have been empowered</li>
</ul>",1,,2022-10-21T09:47:54+02:00,,https://app.impaakt.com/analyses/29372/in-2019-nippon-yusen-had-5-fatalities-and-1-occupational-injury-down-from-11-fatalities-in-2018,62,1,https://www.impaakt.com/knowledge-centre/workforce-health-safety,6139.0,2.0,,3.0,False,25.0,,75,False
522,"<p>The topic addresses the company's greenhouse gas (GHG) emissions through its operations.</p>
<p>To include:</p>
<ul>
<li>Please tailor the introduction to the industry being assessed.</li>
<li>Scope 1, 2, and 3</li>
<li>If a company is under-reporting its Scope 3, use a proxy or competitor information to calculate the more accurate totality.</li>
<li>If available, the efforts made to transition to renewable energy, either distributed, generated, and/or stored expressed in GWh.
<ul>
<li>Not to include investments/green bonds.</li>
</ul>
</li>
<li>The total operational energy consumption and the % of renewable energy consumed.</li>
</ul>
<p>Reporting includes direct (Scope 1) GHG emissions from stationary (e.g., factories, power plants) and mobile sources (e.g., trucks, delivery vehicles, planes), whether a result of the combustion of fuel or non-combusted direct releases during activities such as natural resource extraction, power generation, land use, or biogenic processes.</p>
<p>The topic also addresses indirect (Scope 2 and Scope 3) GHG emissions that a company generates through purchasing electricity, heat, or steam, and all of the emissions not included in Scope 1 or 2. This includes emissions from purchased goods and services, business travel, employee commuting, waste disposal, use of sold products, transportation and distribution (up and downstream), investments, leased assets, franchises, etc.</p>
<p>The seven GHGs covered under the Kyoto Protocol are included within the topic: carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), sulfur hexafluoride (SF6), and nitrogen trifluoride (NF3).</p>",1,,2022-09-14T20:26:40+02:00,,https://app.impaakt.com/analyses/amazon-reported-its-scope-1-2-and-3-emissions-to-be-over-71-million-tco2e-in-2021-11453,22,1,www.impaakt.com/knowledge-centre/greenhouse-gas-emissions,6139.0,2.0,,6.0,False,30.0,,75,False
524,"Meat, poultry, and dairy companies source animal and animal feed from a range of suppliers depending on animal species. The industry’s ability to reliably source animals and animal feed at desired price points may be affected by climate change, water scarcity, land management, and other resource scarcity considerations. Companies that select and work with suppliers who are less resource-intensive and who actively manage adaptation to climate change and other resource scarcity risks, will be better protected from potential price volatility and supply disruptions. Additionally, such companies may improve their brand reputation and develop new market opportunities. Failure to effectively manage sourcing risks can lead to higher costs of capital, reduced margins, and constrained revenue growth.",0,,,2022-12-13T12:58:40+01:00,,175,1,,,,6139.0,,True,,,36,False
525,"There is increasing public and regulatory scrutiny of meat, poultry, and dairy companies and their suppliers’ treatment of animals. While in the U.S., farm animals are largely excluded from federal and state animal welfare statutes, including the Animal Welfare Act, pressure from consumers and advocacy groups has caused the industry to improve the state of animal welfare for its livestock. Consumer demand has driven shifts in industry practices, such as eliminating the use of gestation crates in hog production and eliminating caged enclosures for poultry. Companies that are prepared to anticipate or adapt to these trends may be able to increase their market share by capturing this changing demand and being first to market with products that comply with new regulations.",0,,,2022-12-13T12:58:40+01:00,,176,1,,,,6139.0,,True,,,36,False
526,"<p>The use of antibiotics in livestock production is of increasing concern due to the potential impacts on public health. Prevalent use of antibiotics in livestock production that is also administered to humans may promote the development of antibiotic-resistant strains of bacteria.</p>
<p>Key nutritional and health concerns such as obesity, ingredient safety, and nutritional value are shaping the Meat, Poultry &amp; Dairy industry as companies also offer Processed Foods. The health and nutrition characteristics of the industry&rsquo;s products and ingredients are of growing concern to consumers.</p>
<p>To discuss:</p>
<ul>
<li>How many products out of the total are considered unhealthy (processed foods), or can cause health issues</li>
<li>What health issues arise from consumption of these products (diabetes, heart problems, antibiotic resistance, etc.)</li>
<li>How many people consume these processed foods and other products (scale)</li>
<li>How long-lasting and damaging these health impacts are (depth and persistence)</li>
</ul>
<p>Not to discuss:</p>
<ul>
<li>Positive Health Impacts</li>
<li>Product Quality &amp; Safety (recalls, one-off events, etc.)</li>
</ul>",1,,2022-12-22T11:15:55+01:00,,https://app.impaakt.com/analyses/tyson-derives-most-of-its-sales-from-protein-rich-foods-despite-selling-high-sodium-processed-meats-122233,177,1,https://www.impaakt.com/knowledge-centre/adverse-health-impacts-from-products-or-services,6139.0,1.0,,1.0,False,20.0,,36,False
527,"<p><span style=""font-size: 12pt; font-family: Arial;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;The topic addresses environmental impacts associated with energy consumption. It addresses the company&rsquo;s management of energy in manufacturing and/or for provision of products and services derived from utility providers (grid energy) not owned or controlled by the company. More specifically, it includes management of energy efficiency and intensity, energy mix, as well as grid reliance. Upstream (e.g., suppliers) and downstream (e.g., product use) energy use is not included in the scope.\n\nThe topic does not include the energy efficient products of a company. This topic is covered under \&quot;Energy Efficient Solutions\&quot;.\n\nFind out how to treat this topic in this how-to guide.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:1063809,&quot;3&quot;:{&quot;1&quot;:0},&quot;10&quot;:1,&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:12,&quot;23&quot;:1}"">The topic addresses environmental impacts associated with energy consumption. It addresses the company&rsquo;s management of energy in manufacturing and/or for the provision of products and services derived from utility providers (grid energy) not owned or controlled by the company. More specifically, it includes management of energy efficiency and intensity, energy mix, as well as grid reliance. Upstream (e.g., suppliers) and downstream (e.g., product use) energy use is not included in the scope.<br /><br />The topic does not include the energy-efficient products of a company. This topic is covered under ""Energy Efficient Solutions"".<br /><br />Find out how to treat this topic in this <a href=""https://www.impaakt.com/how-to-guides/operational-energy-consumption"" target=""_blank"" rel=""noopener"">how-to guide</a>.</span></p>",0,,2021-10-28T12:30:35+02:00,,https://app.impaakt.com/analyses/24170,10,1,www.impaakt.com/knowledge-centre/operational-energy-consumption,8355.0,,,,False,,,36,False
528,"Companies in the Meat, Poultry & Dairy industry rely on a variety of contract farmers and suppliers. Environmental and social impacts within the industry’s supply chain include those related to deforestation, land use and waste management, water withdrawals, animal welfare, antibiotic usage, and food safety. Management of environmental and social risks within a company’s animal supply chain is critical to maintain the cost of capital, secure a steady source of animals at desired price points, and to prevent reputational damage, which may decrease revenue and market share.",0,,,2022-12-13T12:58:40+01:00,,178,1,,,,6139.0,,True,,,36,False
530,"<p><span style=""font-family: Arial; font-size: 16px;"">The topic addresses issues involving unintended characteristics of products sold or services provided that may create health or safety risks to end-users. It addresses a company&rsquo;s ability to offer manufactured products and/or services that meet customer expectations with respect to their health and safety characteristics. It includes, but is not limited to, recalls and market withdrawals, malfunctions that cause accidents, and chemicals/content/ingredient management in products.</span><br style=""font-family: Arial; font-size: 16px;"" /><br style=""font-family: Arial; font-size: 16px;"" /><span style=""font-family: Arial; font-size: 16px;"">Find out how to treat this topic in this&nbsp;</span><a style=""font-family: Arial; font-size: 16px;"" href=""https://www.impaakt.com/how-to-guides/product-safety"" target=""_blank"" rel=""noopener"">how-to guide</a><span style=""font-family: Arial; font-size: 16px;"">.</span></p>",0,,2021-11-01T13:48:24+01:00,,https://app.impaakt.com/analyses/9890/polaris-failed-to-report-manufacturing-defects-in-vehicles-that-caused-burn-incidents-and-fatalities,20,1,www.impaakt.com/knowledge-centre/product-safety,8355.0,,,,False,,,36,False
531,"<p>The topic addresses the company's greenhouse gas (GHG) emissions through its operations.</p>
<p>To include:</p>
<ul>
<li>Please tailor the introduction to the industry being assessed.</li>
<li>Scope 1, 2, and 3</li>
<li>If a company is under-reporting its Scope 3, use a proxy or competitor information to calculate the more accurate totality.</li>
<li>If available, the efforts made to transition to renewable energy, either distributed, generated, and/or stored expressed in GWh.
<ul>
<li>Not to include investments/green bonds.</li>
</ul>
</li>
<li>The total operational energy consumption and the % of renewable energy consumed.</li>
</ul>
<p>Reporting includes direct (Scope 1) GHG emissions from stationary (e.g., factories, power plants) and mobile sources (e.g., trucks, delivery vehicles, planes), whether a result of the combustion of fuel or non-combusted direct releases during activities such as natural resource extraction, power generation, land use, or biogenic processes.</p>
<p>The topic also addresses indirect (Scope 2 and Scope 3) GHG emissions that a company generates through purchasing electricity, heat, or steam, and all of the emissions not included in Scope 1 or 2. This includes emissions from purchased goods and services, business travel, employee commuting, waste disposal, use of sold products, transportation and distribution (up and downstream), investments, leased assets, franchises, etc.</p>
<p>The seven GHGs covered under the Kyoto Protocol are included within the topic: carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), sulfur hexafluoride (SF6), and nitrogen trifluoride (NF3).</p>",1,,2022-09-14T20:26:40+02:00,,https://app.impaakt.com/analyses/amazon-reported-its-scope-1-2-and-3-emissions-to-be-over-71-million-tco2e-in-2021-11453,22,1,www.impaakt.com/knowledge-centre/greenhouse-gas-emissions,6139.0,2.0,,6.0,False,30.0,,36,False
532,"<p><span style=""box-sizing: inherit; border: 0 solid var(--black); color: #3c4b5f; font-family: Arial; font-size: 12pt; background-color: #ffffff;"">The topic addresses the management of the company&rsquo;s impacts on ecosystems and biodiversity through activities including, but not limited to, land use for exploration, natural resource extraction, chemical management, and cultivation, as well as project development, construction, and siting. The impacts include, but are not limited to, water pollution, biodiversity loss, habitat destruction, and deforestation at all stages &ndash; planning, land acquisition, permitting, development, operations, and site remediation.<br style=""box-sizing: inherit; border: 0 solid var(--black);"" /><br style=""box-sizing: inherit; border: 0 solid var(--black);"" />The topic does not cover the operational footprint of&nbsp;</span><span style=""box-sizing: inherit; border: 0 solid var(--black); color: #3c4b5f; font-family: Arial; font-size: 12pt; background-color: #ffffff;"">companies</span><span style=""box-sizing: inherit; border: 0 solid var(--black); color: #3c4b5f; font-family: Arial; font-size: 12pt; background-color: #ffffff;"">, which is covered in the topics ""Operational Energy Consumption"", ""GHG Emissions"", ""Operational Water Consumption"", ""Operational Waste Production"".</span></p>
<p><span style=""box-sizing: inherit; border: 0 solid var(--black); background-color: #ffffff;""><span style=""color: #3c4b5f; font-family: Arial;"">Find out how to treat this topic in this <a href=""https://www.impaakt.com/how-to-guides/ecological-impact"">how-to guide</a>.</span></span></p>",0,,2021-10-26T10:00:11+02:00,,https://app.impaakt.com/analyses/15244,90,1,www.impaakt.com/knowledge-centre/ecological-impact,6139.0,,,,False,,,36,False
533,"<p>The Meat, Poultry &amp; Dairy industry is water-intensive both in raising livestock and industrial processing. Additionally, companies in the industry typically generate wastewater, or effluent, from both animal production and processing activities.&nbsp;</p>
<p>To discuss:</p>
<ul>
<li>How much pollution is caused by animal production and processing activities</li>
<li>How it is the products (all directly linked to animal production) that are polluting water bodies</li>
<li>How much water is left untreated</li>
<li>Total volume of pollutant concentration (BOD, COD, Nitrogen, Phosphorus, and others) in mg/L</li>
<li>By how much does it surpass safety/permissible limits (must be above safety limits to be publishable) expressed in the number of times above (i.e., 2.5x)</li>
<li>Where does the pollution take place, and for how long</li>
<li>The environmental impacts (including water and soil), include habitat destruction, ecosystem degradation, harm to marine life</li>
</ul>
<p>Not to discuss:</p>
<ul>
<li>Operational Water Consumption</li>
<li>Social impacts from water pollution</li>
</ul>",1,,2023-01-05T10:56:35+01:00,,https://app.impaakt.com/notes/in-2021-whs-wastewater-contained-1113-mgl-of-cod-which-was-55-times-more-the-permissible-limit-120020,154,1,https://www.impaakt.com/knowledge-centre/water-pollution,6139.0,1.0,,5.0,False,31.0,,36,False
534,"<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;""><br class=""Apple-interchange-newline"" />The topic addresses a company&rsquo;s water use, water consumption, and other impacts of operations on water resources, which may be influenced by regional differences in the availability and quality of and competition for water resources.</p>
<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">More specifically, it addresses strategies including, but not limited to, water efficiency, intensity, and recycling. The topic must assess whether water withdrawal came from regions suffering from water stress, and whether or not the company recycles/reuses the water withdrawn.</p>
<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">To discuss:</p>
<ul style=""box-sizing: inherit; border: 0 solid var(--black); margin: 20px 0px; list-style-position: inside; list-style-image: initial; color: #3c4b5f; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">How much water was withdrawn</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">If the withdrawn water is from water-stressed areas</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">The actual consumption of the company (deducting how much was recycled)</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">How long-lasting and harmful the environmental impacts are from such water consumption</li>
</ul>",1,,2022-12-22T11:29:31+01:00,,https://app.impaakt.com/analyses/renault-withdrew-997-mn-m3-consumed-256-million-m3-of-water-in-2020-120519,25,1,www.impaakt.com/knowledge-centre/operational-water-consumption,6139.0,2.0,,5.0,False,23.0,,36,False
536,"The Meat, Poultry & Dairy industry has relatively high injury rates compared with other industries given the prevalence of industrial machinery, chemicals, and a fast-paced, loud working environment. Common acute and chronic hazards include musculoskeletal disorders, exposure to chemicals and pathogens, and traumatic injuries from machines and tools. Worker injuries or fatalities can lead to reputational risks, high turnover, low worker morale and productivity, injury liability risks, and associated health care and workers’ compensation costs. Additionally, regulators may levy fines against companies for noncompliance with worker health and safety standards or require employee training to address preventable accidents. By developing a strong safety culture and reducing employees’ exposure to potentially harmful situations, a company can proactively guard against accidents and improve workforce health and safety.",0,,2021-12-21T11:04:28+01:00,,,68,1,,6139.0,,,,False,,,36,False
540,"Companies in this industry rely on their intellectual property (IP) to generate revenue. However, while IP protection is inherent to their business model, strong IP protections may sometimes conflict with the interests of society. Proponents of IP protection assert its importance as a driver of innovation. Opponents argue that assigning ownership can stifle innovation and competition by enabling the creation of monopolies. Despite the industry’s best efforts, media piracy is rampant and companies devote significant resources to protecting and enforcing their IP rights. Media and entertainment companies therefore must balance protecting their intellectual property with ensuring access to media and allowing fair use.",0,,,,,179,1,,,,,,False,,,61,False
541,"Companies in this industry rely on their intellectual property (IP) to generate revenue. However, while IP protection is inherent to their business model, strong IP protections may sometimes conflict with the interests of society. Proponents of IP protection assert its importance as a driver of innovation. Opponents argue that assigning ownership can stifle innovation and competition by enabling the creation of monopolies. Despite the industry’s best efforts, media piracy is rampant and companies devote significant resources to protecting and enforcing their IP rights. Media and entertainment companies therefore must balance protecting their intellectual property with ensuring access to media and allowing fair use.",0,,,,,180,1,,,,,,False,,,61,False
542,"<p>The topic addresses a company's ability to ensure broad and accurate access to its services, specifically in the context of accurate and unbiased information. It includes, but is not limited to, the coverage, mediums, and stances. Audiences rely on journalists for accurate and timely information on current events. Principles of journalism include accuracy, fairness, minimization of harm, independence, accountability, and transparency.</p>
<p>This topic is relevant to only news and information companies.&nbsp;</p>
<p>Failure to adhere to these principles can adverse social externalities, requiring transparency, being important for both journalism and entertainment content.</p>
<p>To discuss (depending on the company and if relevant):</p>
<ul>
<li>Number of people accessing the content</li>
<li>&amp; of total product/service that is accurate</li>
<li>Access to education and training</li>
<li>Accurate information and its impact (how much is timely, accurate, fair, independent, etc.)</li>
<li>Inaccurate information and its impact (how much fake news, hate speech, conspiracy theories, etc.)</li>
<li>Biased information (media pluralism)</li>
<li>% of trustworthiness</li>
</ul>
<p>Caution: Make sure this note does not overlap with the company's Core Business.&nbsp;</p>
<p>This topic is not relevant for every company in the industry. Please make sure the analysis is substantial and relevant.&nbsp;</p>",1,,2022-12-22T11:14:32+01:00,,https://app.impaakt.com/analyses/through-its-platforms-and-initiatives-alphabet-increased-access-to-education-to-millions-of-people-55492,181,1,https://www.impaakt.com/knowledge-centre/access-to-accurate-information,6139.0,1.0,,2.0,False,33.0,,61,False
543,"Audiences rely on journalists for accurate and timely information on current events. Principles of journalism include accuracy, fairness, minimization of harm, independence, accountability, and transparency. Failure to adhere to these principles can affect the credibility of not only the journalist, but also of the company responsible for publishing or broadcasting these materials. As regulations around the disclosure of sponsorship and endorsement evolve, transparency is important for both journalism and entertainment content.",0,,,,,182,1,,,,,,False,,,61,False
544,"Audiences rely on journalists for accurate and timely information on current events. Principles of journalism include accuracy, fairness, minimization of harm, independence, accountability, and transparency. Failure to adhere to these principles can affect the credibility of not only the journalist, but also of the company responsible for publishing or broadcasting these materials. As regulations around the disclosure of sponsorship and endorsement evolve, transparency is important for both journalism and entertainment content.",0,,,,,183,1,,,,,,False,,,61,False
545,"Media pluralism, which is diversity in the broadest sense, includes both external and internal pluralism. External pluralism refers to media ownership, independent editorial boards, channels, titles, or programs. Internal pluralism refers to the social, racial/ethnic, and political diversity represented in media content. Media and entertainment companies can ensure pluralism by maintaining on- and off-screen diversity and by safeguarding the independence of editorial boards and programming.",0,,,,,184,1,,,,,,False,,,61,False
546,"Media pluralism, which is diversity in the broadest sense, includes both external and internal pluralism. External pluralism refers to media ownership, independent editorial boards, channels, titles, or programs. Internal pluralism refers to the social, racial/ethnic, and political diversity represented in media content. Media and entertainment companies can ensure pluralism by maintaining on- and off-screen diversity and by safeguarding the independence of editorial boards and programming.",0,,,,,185,1,,,,,,False,,,61,False
547,"<p>The topic addresses a company&rsquo;s ability to ensure broad access to its products and services, specifically in the context of underserved population groups. It should focus on providing access to healthcare in developing countries or to vulnerable populations through the accessibility of medical supplies and equipment, education, training, etc.</p>
<p>To include:</p>
<ul>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">Consider the&nbsp;<span style=""box-sizing: inherit; border: 0 solid var(--black); font-weight: bolder;"">main medical supplies, equipments,</span>&nbsp;and&nbsp;<span style=""box-sizing: inherit; border: 0 solid var(--black); font-weight: bolder;"">treatments</span>&nbsp;(core business activities) offered by the company, as well as access to education and training.</li>
<li>How many are offered in areas where they previously did not have access</li>
<li>Consider points of access such as distribution, under-served communities, rural areas, geographical-specific health issues, lack of staff and knowledge, etc.</li>
<li>How many people are positively impacted (scale)</li>
<li>How long-lasting and profound is the impact from the access to medicine to education, and to training (depth and persistence)</li>
</ul>
<p>Not to include:</p>
<ul>
<li>Affordability</li>
<li>Donations or philanthropy&nbsp;</li>
<li>Overlap with the Core Business Impact analysis</li>
<li>Please be as exhaustive as possible (i.e. not only treating one drug in an underserved community in the analysis but rather an overview of how the company is providing access in different areas).&nbsp;</li>
</ul>
<p>Caution: this topic is secondary to the Core Business topic, and should highlight how the company is providing access to healthcare to underserved populations.</p>",1,,2022-11-08T11:06:39+01:00,,https://app.impaakt.com/analyses/novartis-expanded-access-to-medicines-for-562-million-people-in-underserved-groups-in-2021-58576,70,1,https://www.impaakt.com/knowledge-centre/access-to-underserved-communities,6139.0,1.0,,1.0,False,20.0,,2,False
548,"<p><span style=""font-size: 12pt; font-family: Arial;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;The topic addresses a company&rsquo;s ability to affordable products and services, specifically in the context of underserved population groups.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:15299,&quot;3&quot;:{&quot;1&quot;:0},&quot;4&quot;:[null,2,16777215],&quot;9&quot;:0,&quot;10&quot;:1,&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:12}"">The topic addresses a company&rsquo;s ability to affordable products and services, specifically in the context of underserved population groups.</span></p>
<p><span style=""font-size: 12pt; font-family: Arial;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;The topic addresses a company&rsquo;s ability to affordable products and services, specifically in the context of underserved population groups.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:15299,&quot;3&quot;:{&quot;1&quot;:0},&quot;4&quot;:[null,2,16777215],&quot;9&quot;:0,&quot;10&quot;:1,&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:12}"">This is a separate topic from the issue of accessibility, which is treated in the topic ""Access"".</span></p>",0,,,2022-12-13T09:53:25+01:00,,71,1,,,,6139.0,,True,,,2,False
